Context,Response
"Aku sedang melalui beberapa hal dengan perasaanku dan diriku sendiri.   Saya hampir tidak tidur dan tidak melakukan apa pun selain memikirkan betapa saya tidak berharga dan betapa saya tidak seharusnya berada di sini.   Saya belum pernah mencoba atau berpikir untuk bunuh diri.   Saya selalu ingin memperbaiki masalah saya,  tapi saya tidak pernah sempat melakukannya.   Bagaimana saya bisa mengubah perasaan saya yang tidak berharga bagi semua orang?","Halo,  saya minta maaf Anda merasa seperti ini.  Biarkan saya melihat apakah saya dapat membimbing Anda ke arah yang benar.  Seringkali ketika saya berbicara dengan klien saya tentang perasaan tidak berharga,  kita mulai dengan sedikit eksplorasi diri.  Kami mulai dengan memperhatikan.  Mulailah memperhatikan ketika perasaan ini muncul untuk Anda.  Apakah ada waktu tertentu dalam sehari,  orang tertentu yang membawanya keluar,  frasa yang Anda dengar?  Mulailah memperhatikan.  Biasanya itu terkait dengan sesuatu tetapi mungkin perlu beberapa saat untuk mencari tahu apa itu sesuatu/seseorang.  Cobalah untuk bersabar.  Kapan perasaan ini dimulai?  Menurut Anda dari mana mereka berasal?  Apakah ada sesuatu- pernyataan- mungkin itu berulang di kepala Anda berulang kali?  Jika demikian,  suaranya siapa itu?  Ini adalah pertanyaan yang sulit,  dan hanya beberapa dari mereka,  jadi luangkan waktu Anda menjawabnya.  (Kami biasanya melakukannya selama beberapa sesi.  ) Bahkan mungkin bermanfaat untuk menuliskannya di suatu tempat.  Jika Anda memiliki jurnal yang akan menjadi tempat yang bagus karena penelitian telah menunjukkan bahwa otak kita bekerja secara berbeda ketika kita meletakkan pena di atas kertas versus mengetik di komputer.  Sekarang datang kabar baik.  Otak kita dapat memperbaiki diri.  Ini memungkinkan kita untuk mengubah kebiasaan yang tidak kita inginkan serta pernyataan yang kita katakan kepada diri kita sendiri bahwa tidak lagi melayani kita.  Langkah selanjutnya adalah memilih sekutu.  Seseorang yang ada di sudut Anda,  seseorang yang selalu mendukung Anda.  Jika Anda tidak memiliki orang seperti itu,  tidak apa-apa- banyak dari kita tidak- Anda bisa menebus seseorang.  Tutup mata Anda dan cobalah untuk menggambarkan orang itu dengan sangat rinci dari penampilan mereka dengan cara mereka bertindak sesuai suara mereka.  Sekarang,  pilih frasa yang Anda ingin orang itu katakan kepada Anda setiap kali Anda mulai berpikir bahwa Anda tidak berharga.  Sesuatu yang akan membantu Anda merasa lebih baik tentang diri sendiri- karakteristik,  keterampilan,  lelucon hebat yang Anda katakan,  atribut fisik.  Ini juga membutuhkan waktu dan mungkin melibatkan Anda meminta bantuan dari seseorang yang mengenal Anda.   Setelah Anda memiliki semua itu bersama- pemberitahuan,  jawaban dari mana perasaan dan pernyataan ini berasal,  sekutu Anda,  pernyataan baru Anda,  Anda bisaCobalah untuk meletakkannya sama sekali.  Ketika perasaan muncul,  perhatikan apa yang membesarkannya dan kemudian panggil sekutu Anda untuk mencoba mengubah pernyataan di kepala Anda dari yang merugikan diri sendiri menjadi yang lebih positif,  mengangkat.  Saya harap ini bermanfaat.  Sekali lagi,  saya melakukan ini dengan klien saya selama beberapa minggu,  jika tidak berbulan-bulan,  dan saya ada di sana bersama mereka sepanjang waktu.  Ini adalah proses yang cukup terlibat dan dapat memunculkan banyak perasaan/kenangan yang sangat sulit.  Jika suatu saat Anda merasa terlalu sulit untuk pergi sendirian,  silakan mencari bantuan.  Jika Anda mengambil sesuatu dari balasan ini,  ketahuilah bahwa ada bantuan di luar sana dan mungkin untuk mengubah perasaan Anda."
"Aku sedang melalui beberapa hal dengan perasaanku dan diriku sendiri.   Saya hampir tidak tidur dan tidak melakukan apa pun selain memikirkan betapa saya tidak berharga dan betapa saya tidak seharusnya berada di sini.   Saya belum pernah mencoba atau berpikir untuk bunuh diri.   Saya selalu ingin memperbaiki masalah saya,  tapi saya tidak pernah sempat melakukannya.   Bagaimana saya bisa mengubah perasaan saya yang tidak berharga bagi semua orang?","Saya minta maaf Anda merasa seperti ini.  Kita semua memiliki narasi yang kita katakan pada diri kita sendiri apakah itu valid atau tidak.  Dalam kasus Anda akan bermanfaat untuk mengeksplorasi kapan dan bagaimana kepercayaan ini dimulai dan menulis ulang cerita Anda.  Ada berbagai cara untuk mengeksplorasi dan menulis ulang.  Proses ini membutuhkan komitmen,  refleksi diri dan keberanian."
"Saya memiliki banyak masalah untuk diatasi.  Saya memiliki riwayat pelecehan seksual,  saya seorang penderita kanker payudara dan saya adalah insomnia seumur hidup.  Saya memiliki sejarah panjang depresi dan saya mulai memiliki kecemasan.  Saya memiliki harga diri yang rendah tetapi saya telah menikah dengan bahagia selama hampir 35 tahun.  Saya tidak pernah memiliki konseling tentang semua ini.  Apakah saya memiliki terlalu banyak masalah untuk diatasi dalam konseling?","Mari saya mulai dengan mengatakan tidak pernah ada terlalu banyak kekhawatiran yang dapat Anda bawa ke dalam konseling.  Bahkan,  kebanyakan orang yang datang untuk melihat saya untuk konseling memiliki lebih dari satu masalah yang ingin mereka kerjakan dalam psikoterapi dan seringkali ini semua saling berhubungan.  Dalam konseling,  kami bekerja bersama,  secara kolaboratif,  untuk mencari tahu masalah mana yang ingin Anda atasi terlebih dahulu dan kemudian bersama-sama kami mengembangkan rencana perawatan individual.  Pada dasarnya,  ini seperti peta jalan dari mana Anda ingin pergi,  bagaimana Anda akan sampai di sana,  melihat singgah,  beberapa rute indah yang lain mungkin tidak begitu indah,  namun,  perlu.  Tentu saja,  rencana ini juga dapat berubah karena internal (apa yang kita kendalikan seperti pikiran,  perasaan dan perilaku kita) atau alasan eksternal (hal-hal yang berada di luar kendali kita).  Saya akan mendorong Anda untuk mengambil langkah selanjutnya dan menjangkau seorang profesional yang dapat Anda percayai dan membangun hubungan dengan dengan bersama melalui kekhawatiran apa pun yang Anda miliki dengan memeriksa apa yang telah bekerja sejauh yang telah Anda pelajari untuk mengatasi beberapa masalah AndaSeperti insomnia,  depresi dan kecemasan,  serta menjadi penderita kanker payudara.  Kemudian untuk membantu Anda dengan mengembangkan strategi koping baru.  Psikoterapi dapat menjadi alat yang sangat kuat untuk membantu Anda mencapai tempat yang Anda inginkan.  Saya tahu Anda dapat melakukannya dan Anda akan melihat langsung bagaimana psikoterapi akan membantu Anda untuk melewati titik-titik ini dalam hidup Anda di mana Anda merasa macet.  Saya suka mengutip Nike di mana moto mereka berada,  ""lakukan saja.  ""Kamu bisa."
"Saya memiliki banyak masalah untuk diatasi.  Saya memiliki riwayat pelecehan seksual,  saya seorang penderita kanker payudara dan saya adalah insomnia seumur hidup.  Saya memiliki sejarah panjang depresi dan saya mulai memiliki kecemasan.  Saya memiliki harga diri yang rendah tetapi saya telah menikah dengan bahagia selama hampir 35 tahun.  Saya tidak pernah memiliki konseling tentang semua ini.  Apakah saya memiliki terlalu banyak masalah untuk diatasi dalam konseling?","Tidak ada kata terlambat untuk mendapatkan bantuan dan mulai membuat perubahan dan peningkatan yang signifikan dalam hidup Anda.  Waktu yang tepat adalah ketika Anda merasa siap dan terbuka untuk berubah.  Kadang-kadang ketika kita memiliki riwayat trauma,  seperti pelecehan seksual,  dampak trauma itu dapat memengaruhi banyak bidang kehidupan kita sebagai orang dewasa.  Bekerja dengan seorang terapis yang berspesialisasi dalam trauma adalah cara yang bagus untuk mulai mengembangkan keterampilan untuk mengelola kehidupan saat ini,  belajar untuk mengatur emosi dan sistem saraf Anda saat Anda dipicu,  dan kemudian di lingkungan yang aman memiliki kesempatan untuk memproses trauma masa lalu sehingga Andadapat menjalani hidup Anda saat ini dengan lebih mudah dan gembira.  Orang dapat dan memang pulih dari dampak trauma pada setiap tahap dalam hidup mereka.  Tidak pernah terlambat dan Anda bisa merasa lebih baik"
"Saya memiliki banyak masalah untuk diatasi.  Saya memiliki riwayat pelecehan seksual,  saya seorang penderita kanker payudara dan saya adalah insomnia seumur hidup.  Saya memiliki sejarah panjang depresi dan saya mulai memiliki kecemasan.  Saya memiliki harga diri yang rendah tetapi saya telah menikah dengan bahagia selama hampir 35 tahun.  Saya tidak pernah memiliki konseling tentang semua ini.  Apakah saya memiliki terlalu banyak masalah untuk diatasi dalam konseling?","Anda telah melalui begitu banyak dan sepertinya Anda memiliki banyak hal yang telah memenuhi selama bertahun-tahun.  Terlepas dari perjuangan yang telah Anda lalui,  Anda tidak memiliki terlalu banyak masalah untuk konseling.  Berkali-kali ketika seseorang memulai perjalanan konseling dan penyembuhan mereka,  ada banyak hal yang ingin mereka atasi dan kerjakan.  Jika Anda memutuskan untuk memulai konseling,  Anda dan terapis dapat memutuskan secara kolaboratif apa yang ingin Anda proses dan kerjakan terlebih dahulu.  Pastikan untuk mengekspresikan kepada konselor Anda jika salah satu dari pengalaman di atas yang telah Anda lalui menyebabkan banyak kesusahan,  sebanyak hal-hal pertama yang dibahas adalah orang-orang yang saat ini memengaruhi hidup Anda atau secara emosional.  Sering kali ketika kita mengalami situasi negatif dalam hidup kita,  tetapi tidak mengatasinya,  mereka botol di dalam diri kita dan dapat terwujud dengan cara lain,  seperti depresi atau bahkan gejala fisik seperti IBS atau nyeri leher.  Konseling dapat memberikan emosi dan situasi yang dibotolkan ini rilis.  Mengingat situasi yang Anda bagikan,  saya tidak hanya tidak berpikir bahwa Anda memiliki terlalu banyak masalah untuk konseling,  tetapi percaya bahwa Anda akan menjadi kandidat yang hebat dan bisa mendapatkan banyak dari itu."
"Saya memiliki banyak masalah untuk diatasi.  Saya memiliki riwayat pelecehan seksual,  saya seorang penderita kanker payudara dan saya adalah insomnia seumur hidup.  Saya memiliki sejarah panjang depresi dan saya mulai memiliki kecemasan.  Saya memiliki harga diri yang rendah tetapi saya telah menikah dengan bahagia selama hampir 35 tahun.  Saya tidak pernah memiliki konseling tentang semua ini.  Apakah saya memiliki terlalu banyak masalah untuk diatasi dalam konseling?",Sama sekali tidak.  Saya sangat merekomendasikan bekerja pada satu masalah/kebutuhan pada satu waktu.  Dalam terapi Anda akan menetapkan tujuan dan sasaran pintar yang akan membantu Anda mencapai tujuan Anda.  Saya melihat Anda sebagai orang yang selamat dan bukan korban.  Harapan terbaik untuk anda.
"Saya memiliki banyak masalah untuk diatasi.  Saya memiliki riwayat pelecehan seksual,  saya seorang penderita kanker payudara dan saya adalah insomnia seumur hidup.  Saya memiliki sejarah panjang depresi dan saya mulai memiliki kecemasan.  Saya memiliki harga diri yang rendah tetapi saya telah menikah dengan bahagia selama hampir 35 tahun.  Saya tidak pernah memiliki konseling tentang semua ini.  Apakah saya memiliki terlalu banyak masalah untuk diatasi dalam konseling?","Sama sekali tidak! Faktanya,  kebanyakan orang memiliki banyak masalah,  banyak masalah yang Anda gambarkan secara umum berjalan beriringan (dalam ""Terapi Bicara"" Kami menyebutnya kondisi bersama) Saya akan berani bahwa sebagian besar perasaan yang Anda perjuangkan dengan STEMdari trauma awal Anda.  Anda akan sangat bermanfaat dari konseling! Seorang terapis yang baik akan mengembangkan rencana perawatan yang memenuhi semua kebutuhan Anda.  Dengan bantuan Anda pasti bisa menjalani kehidupan yang bahagia tanpa semua kecemasan dan depresi Anda menghalangi!"
"Saya memiliki banyak masalah untuk diatasi.  Saya memiliki riwayat pelecehan seksual,  saya seorang penderita kanker payudara dan saya adalah insomnia seumur hidup.  Saya memiliki sejarah panjang depresi dan saya mulai memiliki kecemasan.  Saya memiliki harga diri yang rendah tetapi saya telah menikah dengan bahagia selama hampir 35 tahun.  Saya tidak pernah memiliki konseling tentang semua ini.  Apakah saya memiliki terlalu banyak masalah untuk diatasi dalam konseling?","Ini pertanyaan yang bagus! Saya pribadi tidak percaya bahwa klien mana pun dapat memiliki terlalu banyak masalah untuk konseling.  Faktanya,  jenis pemikiran seperti itu mungkin menghentikan Anda dari mencari konseling,  jadi mungkin menghambat Anda dari mendapatkan bantuan yang Anda butuhkan.  Faktanya,  semua yang Anda gambarkan menunjukkan pentingnya Anda mencari bantuan untuk mengatasi banyak tantangan dalam hidup Anda.  Jika Anda mencari konseling,  penting bagi Anda untuk memahami bahwa Anda mungkin perlu tetap dalam konseling untuk jangka waktu yang berkelanjutan untuk mengatasi masing-masing masalah ini.  Semua masalah ini tidak akan dapat diselesaikan segera atau dalam waktu singkat.  Konseling akan mengambil komitmen dan kerja keras,  tetapi mungkin bagi Anda untuk pulih dan sembuh dari semua masalah yang Anda jelaskan.   Banyak klien datang ke konseling dengan banyak masalah daripada hanya satu hal tertentu.  Sebagian besar waktu,  masalah ini berhubungan dan memperburuk satu sama lain.  Kami menyebut kondisi ""komorbid"" ini,  yang berarti bahwa dua atau lebih masalah kesehatan mental ada pada satu waktu.  Sering kali,  ketika Anda mulai mengerjakan satu masalah,  masalah lain menjadi lebih baik sebagai hasilnya.   Saya mendorong Anda untuk menemukan terapis profesional yang dapat membantu Anda belajar bagaimana mengatasi semua kesulitan kesehatan mental yang Anda jelaskan.  Anda berhak mendapatkan bantuan sama seperti orang lain."
"Saya memiliki banyak masalah untuk diatasi.  Saya memiliki riwayat pelecehan seksual,  saya seorang penderita kanker payudara dan saya adalah insomnia seumur hidup.  Saya memiliki sejarah panjang depresi dan saya mulai memiliki kecemasan.  Saya memiliki harga diri yang rendah tetapi saya telah menikah dengan bahagia selama hampir 35 tahun.  Saya tidak pernah memiliki konseling tentang semua ini.  Apakah saya memiliki terlalu banyak masalah untuk diatasi dalam konseling?",Hai! Banyak orang memulai perjalanan terapeutik mereka dengan sejarah seperti milik Anda dan mengalami perubahan transformatif dalam kualitas hidup mereka.  Saya harap Anda dapat menemukan konselor yang merasa nyaman dengan Anda bekerja dan melakukan pekerjaan jika Anda merasa dipanggil.  Semoga sukses dalam perjalanan Anda!
"Saya memiliki banyak masalah untuk diatasi.  Saya memiliki riwayat pelecehan seksual,  saya seorang penderita kanker payudara dan saya adalah insomnia seumur hidup.  Saya memiliki sejarah panjang depresi dan saya mulai memiliki kecemasan.  Saya memiliki harga diri yang rendah tetapi saya telah menikah dengan bahagia selama hampir 35 tahun.  Saya tidak pernah memiliki konseling tentang semua ini.  Apakah saya memiliki terlalu banyak masalah untuk diatasi dalam konseling?","Sama sekali tidak.  Sepertinya Anda memiliki trauma yang signifikan dan akan terus berdampak pada depresi Anda sampai ditangani.  Setiap orang memiliki masalah,  meskipun beberapa lebih traumatis daripada yang lain namun yang terbaik adalah memulai dari suatu tempat.  Saya akan mendorong Anda untuk memulai konseling dan mengerjakan beberapa sejarah Anda dengan kecepatan Anda sendiri untuk mulai berdampak dan mengurangi gejala depresi Anda."
